Geo Point;Geo Shape;ID;Code TAF/TAP;Nom symbolique;Abréviation LST FR courte;Abréviation LST NL courte;Abréviation LST FR complète;Abréviation LST NL complète;Nom FR court;Nom NL court;Nom FR moyen;Nom NL moyen;Nom FR complet;Nom NL complet;Classification en néerlandais;Classification en anglais;Classification en anglais
50.9642872637,4.62172773569;"{""type"": ""Point"", ""coordinates"": [4.621727735685214, 50.96428726371753]}";516;BE00516;FATWS;HAACHT-WSP;HAACHT-WSP;HAACHT-WIJKSPOOR;HAACHT-WIJKSPOOR;Haacht-Wsp;Haacht-Wsp;Haacht-Wijkspoor;Haacht-Wijkspoor;Haacht-Wijkspoor;Haacht-Wijkspoor;Station;Gare;Gare
50.3065630026,5.07786221574;"{""type"": ""Point"", ""coordinates"": [5.077862215743166, 50.306563002609735]}";1983;BE01983;MBRBT;BRAIBANT;BRAIBANT;BRAIBANT;BRAIBANT;Braibant;Braibant;Braibant;Braibant;Braibant;Braibant;Rooster;Gril;Gril
50.6130625813,5.49243758992;"{""type"": ""Point"", ""coordinates"": [5.492437589918075, 50.61306258132915]}";1323;BE01323;RLFHC;R.COCKER.3-4;R.COCKER.3-4;RACC.FLEMALLE-COCKERILL 3-4;RACC.FLEMALLE-COCKERILL 3-4;R.Cocker.3-4;R.Cocker.3-4;Racc.Cockerill 3-4;Racc.Cockerill 3-4;Racc.Flémalle-Cockerill 3-4;Racc.Flémalle-Cockerill 3-4;Verbinding;Raccordement;Raccordement
51.2645777944,4.42905873756;"{""type"": ""Point"", ""coordinates"": [4.429058737563809, 51.26457779440197]}";766;BE00766;RLBS;LUCHTBAL-S;LUCHTBAL-S;LUCHTBAL-ROOSTER S;LUCHTBAL-ROOSTER S;Luchtbal-S;Luchtbal-S;Luchtbal-Rooster S;Luchtbal-Rooster S;Luchtbal-Rooster S;Luchtbal-Rooster S;Rooster;Gril;Gril
50.8784396006,5.50739914694;"{""type"": ""Point"", ""coordinates"": [5.507399146935648, 50.87843960062431]}";1985;BE01985;YRWEG;Y.ROOIERWEG;Y.ROOIERWEG;Y.ROOIERWEG;Y.ROOIERWEG;Y.Rooierweg;Y.Rooierweg;Y.Rooierweg;Y.Rooierweg;Y.Rooierweg;Y.Rooierweg;Vertakking;Bifurcation;Bifurcation
51.2544682047,4.20529612858;"{""type"": ""Point"", ""coordinates"": [4.205296128580287, 51.25446820473814]}";1340;BE01340;YHNDP;Y.HAANDORP;Y.HAANDORP;Y.HAANDORP;Y.HAANDORP;Y.Haandorp;Y.Haandorp;Y.Haandorp;Y.Haandorp;Y.Haandorp;Y.Haandorp;Vertakking;Bifurcation;Bifurcation
50.6060405106,5.57265381136;"{""type"": ""Point"", ""coordinates"": [5.57265381136309, 50.60604051059316]}";2021;BE02021;NKGRF;KINKEMP-GR.F;KINKEMP-GR.F;KINKEMPOIS-GRIL F;KINKEMPOIS-GRIL F;Kinkemp-Gr.F;Kinkemp-Gr.F;Kinkempois-Gril F;Kinkempois-Gril F;Kinkempois-Gril F;Kinkempois-Gril F;Rooster;Gril;Gril
50.8024371625,4.30438759665;"{""type"": ""Point"", ""coordinates"": [4.304387596648841, 50.80243716250041]}";2008;BE02008;RRBB;RUISBR-B-IN;RUISBR-B-IN;RUISBROEK-BUNDEL-INRIT;RUISBROEK-BUNDEL-INRIT;Ruisbr-B-In;Ruisbr-B-In;Ruisbroek-Bund-Inrit;Ruisbroek-Bund-Inrit;Ruisbroek-Bundel-Inrit;Ruisbroek-Bundel-Inrit;Rooster;Gril;Gril
50.7841511284,4.34137408288;"{""type"": ""Point"", ""coordinates"": [4.341374082875802, 50.784151128432356]}";1567;BE01567;YLKHL;Y.LINK-HALLE;Y.LINK-HALLE;Y.LINKEBEEK-HALLE;Y.LINKEBEEK-HALLE;Y.Link-Halle;Y.Link-Halle;Y.Linkebeek-Halle;Y.Linkebeek-Halle;Y.Linkebeek-Halle;Y.Linkebeek-Halle;Vertakking;Bifurcation;Bifurcation
50.6664980006,6.13105799484;"{""type"": ""Point"", ""coordinates"": [6.131057994836087, 50.66649800058147]}";993;BE00993;RER;RAEREN;RAEREN;RAEREN;RAEREN;Raeren;Raeren;Raeren;Raeren;Raeren;Raeren;Station;Gare;Gare
50.4074707736,4.5163450077;"{""type"": ""Point"", ""coordinates"": [4.516345007698435, 50.407470773630536]}";2006;BE02006;FCLGO;CHATELET-O;CHATELET-O;CHATELET-GRIL OUEST;CHATELET-GRIL OUEST;Châtelet-O;Châtelet-O;Châtelet-Gril Ouest;Châtelet-Gril Ouest;Châtelet-Gril Ouest;Châtelet-Gril Ouest;Rooster;Gril;Gril
51.1290229731,4.48859907997;"{""type"": ""Point"", ""coordinates"": [4.488599079969205, 51.12902297307029]}";1568;BE01568;YLINT;Y.LINT;Y.LINT;Y.LINT;Y.LINT;Y.Lint;Y.Lint;Y.Lint;Y.Lint;Y.Lint;Y.Lint;Vertakking;Bifurcation;Bifurcation
50.9534680939,5.34243233321;"{""type"": ""Point"", ""coordinates"": [5.342432333207748, 50.953468093948324]}";2045;BE02045;GKWI;KIEWIT INRIT;KIEWIT INRIT;KIEWIT INRIT;KIEWIT INRIT;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Kiewit Inrit;Rooster;Gril;Gril
51.1357706802,4.55874876192;"{""type"": ""Point"", ""coordinates"": [4.558748761923733, 51.135770680203805]}";765;BE00765;FLRCG;LIER-C/G;LIER-C/G;LIER-ROOSTER C/G;LIER-ROOSTER C/G;Lier-C/G;Lier-C/G;Lier-Rooster C/G;Lier-Rooster C/G;Lier-Rooster C/G;Lier-Rooster C/G;Rooster;Gril;Gril
51.0012707682,3.79977274472;"{""type"": ""Point"", ""coordinates"": [3.799772744724111, 51.001270768243494]}";1574;BE01574;YFML;Y.MELLE;Y.MELLE;Y.MELLE;Y.MELLE;Y.Melle;Y.Melle;Y.Melle;Y.Melle;Y.Melle;Y.Melle;Vertakking;Bifurcation;Bifurcation
50.8177414446,4.29707213165;"{""type"": ""Point"", ""coordinates"": [4.297072131645106, 50.817741444617006]}";2051;BE02051;RANDO;ANDERLECHT-E;ANDERLECHT-O;ANDERLECHT-GRIL EST;ANDERLECHT-ROOSTER OOST;Anderlecht-E;Anderlecht-O;Anderlecht-Gril Est;Anderlecht-R.Oost;Anderlecht-Gril Est;Anderlecht-Rooster Oost;Rooster;Gril;Gril
51.2413725756,5.24327727651;"{""type"": ""Point"", ""coordinates"": [5.243277276507984, 51.24137257559798]}";773;BE00773;VSIBE;V.SIBELCO;V.SIBELCO;VERB.SIBELCO;VERB.SIBELCO;V.Sibelco;V.Sibelco;Verb.Sibelco;Verb.Sibelco;Verb.Sibelco;Verb.Sibelco;Verbinding;Raccordement;Raccordement
50.9873817345,3.81793263779;"{""type"": ""Point"", ""coordinates"": [3.817932637787641, 50.98738173449451]}";1575;BE01575;SPVM;Y.MEULEWIJK;Y.MEULEWIJK;Y.MEULEWIJK;Y.MEULEWIJK;Y.Meulewijk;Y.Meulewijk;Y.Meulewijk;Y.Meulewijk;Y.Meulewijk;Y.Meulewijk;Vertakking;Bifurcation;Bifurcation
51.0684637461,3.55724811537;"{""type"": ""Point"", ""coordinates"": [3.557248115373834, 51.06846374609475]}";2052;BE02052;FLMR;LANDEGEM-R.;LANDEGEM-R.;LANDEGEM-ROOSTER G/H/L;LANDEGEM-ROOSTER G/H/L;Landegem-R.;Landegem-R.;Landegem-R. G/H/L;Landegem-R. G/H/L;Landegem-Rooster G/H/L;Landegem-Rooster G/H/L;Rooster;Gril;Gril
50.4553174657,4.67036987516;"{""type"": ""Point"", ""coordinates"": [4.670369875157943, 50.45531746574211]}";2041;BE02041;GSOL1;ENTR.SOLVAY1;ENTR.SOLVAY1;ENTREE RACC.MOUSTIER-SOLVAY 1;ENTREE RACC.MOUSTIER-SOLVAY 1;Entr.Solvay1;Entr.Solvay1;Entrée Racc.Solvay 1;Entrée Racc.Solvay 1;Entrée Racc.Moustier-Solvay 1;Entrée Racc.Moustier-Solvay 1;Rooster;Gril;Gril
50.8648488085,4.72430722831;"{""type"": ""Point"", ""coordinates"": [4.724307228305941, 50.864848808532685]}";1576;BE01576;YMLBK;Y.MOLENBEEK;Y.MOLENBEEK;Y.MOLENBEEK;Y.MOLENBEEK;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Y.Molenbeek;Vertakking;Bifurcation;Bifurcation
50.6957558103,3.85429000984;"{""type"": ""Point"", ""coordinates"": [3.854290009841369, 50.69575581030557]}";2054;BE02054;FLNC;LESSINES-CAR;LESSINES-CAR;LESSINES-CARRIERES;LESSINES-CARRIERES;Lessines-Car;Lessines-Car;Lessines-Carrières;Lessines-Carrières;Lessines-Carrières;Lessines-Carrières;Verbinding;Raccordement;Raccordement
51.2627548171,3.20260684409;"{""type"": ""Point"", ""coordinates"": [3.202606844094511, 51.262754817069364]}";44;BE00044;YDUDZ;Y.DUDZELE;Y.DUDZELE;Y.DUDZELE;Y.DUDZELE;Y.Dudzele;Y.Dudzele;Y.Dudzele;Y.Dudzele;Y.Dudzele;Y.Dudzele;Vertakking;Bifurcation;Bifurcation
50.9648636201,5.45817858983;"{""type"": ""Point"", ""coordinates"": [5.45817858983238, 50.96486362007154]}";285;BE00285;BOKBH;BOKSBERGHDE;BOKSBERGHDE;BOKSBERGHEIDE;BOKSBERGHEIDE;Boksberghde;Boksberghde;Boksbergheide;Boksbergheide;Boksbergheide;Boksbergheide;Rooster;Gril;Gril
51.2917083171,4.27021043182;"{""type"": ""Point"", ""coordinates"": [4.270210431824079, 51.29170831714235]}";1452;BE01452;VASHL;V.ASHLAND;V.ASHLAND;VERB.ASHLAND;VERB.ASHLAND;V.Ashland;V.Ashland;Verb.Ashland;Verb.Ashland;Verb.Ashland;Verb.Ashland;Verbinding;Raccordement;Raccordement
50.606966574,5.52813366893;"{""type"": ""Point"", ""coordinates"": [5.528133668925927, 50.60696657402447]}";2044;BE02044;LGRFK;OUGREE-F/K;OUGREE-F/K;OUGREE-GRIL F/K;OUGREE-GRIL F/K;Ougrée-F/K;Ougrée-F/K;Ougrée-Gril F/K;Ougrée-Gril F/K;Ougrée-Gril F/K;Ougrée-Gril F/K;Rooster;Gril;Gril
49.7930327162,5.49881691615;"{""type"": ""Point"", ""coordinates"": [5.498816916145697, 49.793032716172696]}";696;BE00696;MLV;LAVAUX;LAVAUX;LAVAUX;LAVAUX;Lavaux;Lavaux;Lavaux;Lavaux;Lavaux;Lavaux;Rooster;Gril;Gril
51.2491381506,4.34309631709;"{""type"": ""Point"", ""coordinates"": [4.343096317087395, 51.249138150624596]}";1463;BE01463;YPLDK;Y.POLDERDIJK;Y.POLDERDIJK;Y.POLDERDIJK;Y.POLDERDIJK;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Y.Polderdijk;Vertakking;Bifurcation;Bifurcation
50.8181584082,4.28568697983;"{""type"": ""Point"", ""coordinates"": [4.285686979827155, 50.81815840816852]}";2050;BE02050;RANDW;ANDERLECHT-O;ANDERLECHT-W;ANDERLECHT-GRIL OUEST;ANDERLECHT-ROOSTER WEST;Anderlecht-O;Anderlecht-W;Anderlecht-G.Ouest;Anderlecht-R.West;Anderlecht-Gril Ouest;Anderlecht-Rooster West;Rooster;Gril;Gril
50.4846132873,3.79441208529;"{""type"": ""Point"", ""coordinates"": [3.794412085287108, 50.48461328729319]}";1361;BE01361;RPOLY;R.POLYOL;R.POLYOL;RACC.POLYOL;RACC.POLYOL;R.Polyol;R.Polyol;Racc.Polyol;Racc.Polyol;Racc.Polyol;Racc.Polyol;Verbinding;Raccordement;Raccordement
51.2578330002,4.33241099553;"{""type"": ""Point"", ""coordinates"": [4.332410995525247, 51.25783300016025]}";1468;BE01468;VTOLA;V.T.OLEFINS;V.T.OLEFINS;VERB.TOTAL OLEFINS ANTWERP;VERB.TOTAL OLEFINS ANTWERP;V.T.Olefins;V.T.Olefins;Verb.Total Olefins;Verb.Total Olefins;Verb.Total Olefins Antwerp;Verb.Total Olefins Antwerp;Verbinding;Raccordement;Raccordement
50.3923087253,4.38145948424;"{""type"": ""Point"", ""coordinates"": [4.381459484240396, 50.392308725285936]}";2053;BE02053;NZGOP;MARCH-GR O/P;MARCH-GR O/P;MARCHIENNE-GRIL O/P;MARCHIENNE-GRIL O/P;March-Gr O/P;March-Gr O/P;Marchienne-Gril O/P;Marchienne-Gril O/P;Marchienne-Gril O/P;Marchienne-Gril O/P;Rooster;Gril;Gril
50.8995416842,4.41044164439;"{""type"": ""Point"", ""coordinates"": [4.410441644386695, 50.899541684166145]}";1362;BE01362;FSRKC;SCHAERB-K/C;SCHAARB-K/C;SCHAERBEEK-SAS K/C;SCHAARBEEK-SAS K/C;Schaerb-K/C;Schaarb-K/C;Schaerbeek-Sas K/C;Schaarbeek-Sas K/C;Schaerbeek-Sas K/C;Schaarbeek-Sas K/C;Station;Gare;Gare
50.5968189612,5.46931401521;"{""type"": ""Point"", ""coordinates"": [5.469314015207702, 50.59681896117179]}";1515;BE01515;YBGNT;Y.BORGNET;Y.BORGNET;Y.BORGNET;Y.BORGNET;Y.Borgnet;Y.Borgnet;Y.Borgnet;Y.Borgnet;Y.Borgnet;Y.Borgnet;Vertakking;Bifurcation;Bifurcation
51.2919236981,4.23491556551;"{""type"": ""Point"", ""coordinates"": [4.23491556550679, 51.29192369809415]}";1459;BE01459;YARBG;Y.ARENBERG;Y.ARENBERG;Y.ARENBERG;Y.ARENBERG;Y.Arenberg;Y.Arenberg;Y.Arenberg;Y.Arenberg;Y.Arenberg;Y.Arenberg;Vertakking;Bifurcation;Bifurcation
51.1733192446,4.47771427797;"{""type"": ""Point"", ""coordinates"": [4.477714277974799, 51.173319244586494]}";1503;BE01503;YAUBR;Y.AUBRY;Y.AUBRY;Y.AUBRY;Y.AUBRY;Y.Aubry;Y.Aubry;Y.Aubry;Y.Aubry;Y.Aubry;Y.Aubry;Vertakking;Bifurcation;Bifurcation
51.242706318,3.20728919087;"{""type"": ""Point"", ""coordinates"": [3.207289190874123, 51.24270631803817]}";1516;BE01516;YBT;Y.BL.TOREN;Y.BL.TOREN;Y.BLAUWE TOREN;Y.BLAUWE TOREN;Y.Bl.Toren;Y.Bl.Toren;Y.Blauwe Toren;Y.Blauwe Toren;Y.Blauwe Toren;Y.Blauwe Toren;Vertakking;Bifurcation;Bifurcation
50.9542236554,5.48011745827;"{""type"": ""Point"", ""coordinates"": [5.480117458272849, 50.954223655427995]}";1519;BE01519;YBSDL;Y.BOSDEL;Y.BOSDEL;Y.BOSDEL;Y.BOSDEL;Y.Bosdel;Y.Bosdel;Y.Bosdel;Y.Bosdel;Y.Bosdel;Y.Bosdel;Vertakking;Bifurcation;Bifurcation
50.7420598182,5.71806727503;"{""type"": ""Point"", ""coordinates"": [5.718067275031426, 50.74205981816375]}";1508;BE01508;YBERN;Y.BERNEAU;Y.BERNEAU;Y.BERNEAU;Y.BERNEAU;Y.Berneau;Y.Berneau;Y.Berneau;Y.Berneau;Y.Berneau;Y.Berneau;Vertakking;Bifurcation;Bifurcation
50.89184951,4.43455487568;"{""type"": ""Point"", ""coordinates"": [4.434554875680167, 50.89184950999558]}";1523;BE01523;YFDG;Y.DIEGEM;Y.DIEGEM;Y.DIEGEM;Y.DIEGEM;Y.Diegem;Y.Diegem;Y.Diegem;Y.Diegem;Y.Diegem;Y.Diegem;Vertakking;Bifurcation;Bifurcation
50.9067153021,4.70914368279;"{""type"": ""Point"", ""coordinates"": [4.709143682792027, 50.90671530208099]}";1524;BE01524;YDLBR;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.DIJLEBRUG;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Y.Dijlebrug;Vertakking;Bifurcation;Bifurcation
50.5103882926,4.21995724396;"{""type"": ""Point"", ""coordinates"": [4.2199572439639, 50.510388292624185]}";1511;BE01511;YBHAI;Y.BOIS-HAINE;Y.BOIS-HAINE;Y.BOIS-D'HAINE;Y.BOIS-D'HAINE;Y.Bois-Haine;Y.Bois-Haine;Y.Bois-d'Haine;Y.Bois-d'Haine;Y.Bois-d'Haine;Y.Bois-d'Haine;Vertakking;Bifurcation;Bifurcation
51.1794614125,4.46504589522;"{""type"": ""Point"", ""coordinates"": [4.465045895223734, 51.17946141247821]}";1525;BE01525;YDRBS;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.DRABSTRAAT;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Y.Drabstraat;Vertakking;Bifurcation;Bifurcation
51.1221213883,4.48324484726;"{""type"": ""Point"", ""coordinates"": [4.483244847263896, 51.122121388255685]}";1527;BE01527;YDUFF;Y.DUFFEL;Y.DUFFEL;Y.DUFFEL;Y.DUFFEL;Y.Duffel;Y.Duffel;Y.Duffel;Y.Duffel;Y.Duffel;Y.Duffel;Vertakking;Bifurcation;Bifurcation
50.9665361246,5.46548194355;"{""type"": ""Point"", ""coordinates"": [5.46548194355068, 50.96653612463008]}";1512;BE01512;YBKHE;Y.BOKSBERGH;Y.BOKSBERGH;Y.BOKSBERGHEIDE;Y.BOKSBERGHEIDE;Y.Boksbergh;Y.Boksbergh;Y.Boksbergheide;Y.Boksbergheide;Y.Boksbergheide;Y.Boksbergheide;Vertakking;Bifurcation;Bifurcation
51.2867516363,4.42238699032;"{""type"": ""Point"", ""coordinates"": [4.422386990324298, 51.286751636265855]}";1526;BE01526;YDRHS;Y.DRIEH.STR;Y.DRIEH.STR;Y.DRIEHOEKSTRAAT;Y.DRIEHOEKSTRAAT;Y.Drieh.Str;Y.Drieh.Str;Y.Driehoekstraat;Y.Driehoekstraat;Y.Driehoekstraat;Y.Driehoekstraat;Vertakking;Bifurcation;Bifurcation
51.2840503293,4.38663281583;"{""type"": ""Point"", ""coordinates"": [4.386632815831939, 51.284050329302914]}";1529;BE01529;YEKDK;Y.EKERSEDIJK;Y.EKERSEDIJK;Y.EKERSEDIJK;Y.EKERSEDIJK;Y.Ekersedijk;Y.Ekersedijk;Y.Ekersedijk;Y.Ekersedijk;Y.Ekersedijk;Y.Ekersedijk;Vertakking;Bifurcation;Bifurcation
51.0595705036,3.7402542274;"{""type"": ""Point"", ""coordinates"": [3.740254227397462, 51.059570503585256]}";1513;BE01513;YBOMA;Y.BOMA;Y.BOMA;Y.BOMA;Y.BOMA;Y.Boma;Y.Boma;Y.Boma;Y.Boma;Y.Boma;Y.Boma;Vertakking;Bifurcation;Bifurcation
50.6584282792,5.45084854583;"{""type"": ""Point"", ""coordinates"": [5.450848545826365, 50.65842827922309]}";1632;BE01632;YGVX;Y.VOROUX;Y.VOROUX;Y.VOROUX;Y.VOROUX;Y.Voroux;Y.Voroux;Y.Voroux;Y.Voroux;Y.Voroux;Y.Voroux;Vertakking;Bifurcation;Bifurcation
50.9042725267,4.05099584248;"{""type"": ""Point"", ""coordinates"": [4.050995842477095, 50.90427252673215]}";1634;BE01634;YWLLE;Y.WELLE;Y.WELLE;Y.WELLE;Y.WELLE;Y.Welle;Y.Welle;Y.Welle;Y.Welle;Y.Welle;Y.Welle;Vertakking;Bifurcation;Bifurcation
49.6909161727,5.76561097397;"{""type"": ""Point"", ""coordinates"": [5.765610973974052, 49.690916172717]}";290;BE00290;MKMND;STOCKEM-NORD;STOCKEM-NORD;STOCKEM-NORD;STOCKEM-NORD;Stockem-Nord;Stockem-Nord;Stockem-Nord;Stockem-Nord;Stockem-Nord;Stockem-Nord;Rooster;Gril;Gril
50.9755323207,4.47044849912;"{""type"": ""Point"", ""coordinates"": [4.47044849912454, 50.97553232072335]}";1636;BE01636;YFWE;Y.WEERDE;Y.WEERDE;Y.WEERDE;Y.WEERDE;Y.Weerde;Y.Weerde;Y.Weerde;Y.Weerde;Y.Weerde;Y.Weerde;Vertakking;Bifurcation;Bifurcation
51.1965085586,4.43361647621;"{""type"": ""Point"", ""coordinates"": [4.433616476208234, 51.19650855862943]}";1635;BE01635;YFCVW;Y.W.BERCHEM;Y.W.BERCHEM;Y.WEST BERCHEM;Y.WEST BERCHEM;Y.W.Berchem;Y.W.Berchem;Y.West Berchem;Y.West Berchem;Y.West Berchem;Y.West Berchem;Vertakking;Bifurcation;Bifurcation
51.0752877893,3.76309059878;"{""type"": ""Point"", ""coordinates"": [3.763090598782267, 51.075287789349446]}";928;BE00928;FOA;OOSTAKKER;OOSTAKKER;OOSTAKKER;OOSTAKKER;Oostakker;Oostakker;Oostakker;Oostakker;Oostakker;Oostakker;Rooster;Gril;Gril
50.992726214,4.82994552352;"{""type"": ""Point"", ""coordinates"": [4.829945523516633, 50.99272621401522]}";1643;BE01643;YRSTZ;Y.Z.AARSCHOT;Y.Z.AARSCHOT;Y.ZUID DRIEHOEK AARSCHOT;Y.ZUID DRIEHOEK AARSCHOT;Y.Z.Aarschot;Y.Z.Aarschot;Y.Zuid Dr.Aarschot;Y.Zuid Dr.Aarschot;Y.Zuid Driehoek Aarschot;Y.Zuid Driehoek Aarschot;Vertakking;Bifurcation;Bifurcation
50.9381274648,5.29814882259;"{""type"": ""Point"", ""coordinates"": [5.298148822592869, 50.938127464835404]}";1637;BE01637;YFHSW;Y.W.HASSELT;Y.W.HASSELT;Y.WEST DRIEHOEK HASSELT;Y.WEST DRIEHOEK HASSELT;Y.W.Hasselt;Y.W.Hasselt;Y.West Dr.Hasselt;Y.West Dr.Hasselt;Y.West Driehoek Hasselt;Y.West Driehoek Hasselt;Vertakking;Bifurcation;Bifurcation
50.8875836327,4.52034010667;"{""type"": ""Point"", ""coordinates"": [4.520340106674895, 50.887583632732344]}";917;BE00917;LEMCD;NOSSEGEM-C/D;NOSSEGEM-C/D;NOSSEGEM-ROOSTER C/D;NOSSEGEM-ROOSTER C/D;Nossegem-C/D;Nossegem-C/D;Nossegem-Rooster C/D;Nossegem-Rooster C/D;Nossegem-Rooster C/D;Nossegem-Rooster C/D;Rooster;Gril;Gril
51.1723216032,4.80515824397;"{""type"": ""Point"", ""coordinates"": [4.80515824396733, 51.172321603152774]}";1647;BE01647;YALBK;Y.ALBERTKAN;Y.ALBERTKAN;Y.ALBERTKANAAL;Y.ALBERTKANAAL;Y.Albertkan;Y.Albertkan;Y.Albertkanaal;Y.Albertkanaal;Y.Albertkanaal;Y.Albertkanaal;Vertakking;Bifurcation;Bifurcation
50.9498153742,5.32824084949;"{""type"": ""Point"", ""coordinates"": [5.32824084949344, 50.94981537418583]}";1642;BE01642;YZONH;Y.ZONHOVEN;Y.ZONHOVEN;Y.ZONHOVEN;Y.ZONHOVEN;Y.Zonhoven;Y.Zonhoven;Y.Zonhoven;Y.Zonhoven;Y.Zonhoven;Y.Zonhoven;Vertakking;Bifurcation;Bifurcation
50.6243603862,3.8412931104;"{""type"": ""Point"", ""coordinates"": [3.841293110398923, 50.62436038623297]}";709;BE00709;YLCC;Y.LE COUCOU;Y.LE COUCOU;Y.LE COUCOU;Y.LE COUCOU;Y.Le Coucou;Y.Le Coucou;Y.Le Coucou;Y.Le Coucou;Y.Le Coucou;Y.Le Coucou;Vertakking;Bifurcation;Bifurcation
50.558391787,3.46337729583;"{""type"": ""Point"", ""coordinates"": [3.463377295826738, 50.55839178701696]}";1649;BE01649;YFNT;Y.ANTOING;Y.ANTOING;Y.ANTOING;Y.ANTOING;Y.Antoing;Y.Antoing;Y.Antoing;Y.Antoing;Y.Antoing;Y.Antoing;Vertakking;Bifurcation;Bifurcation
51.1868307328,4.83630297796;"{""type"": ""Point"", ""coordinates"": [4.836302977957668, 51.186830732776066]}";1648;BE01648;YKRBG;Y.KRUISBERG;Y.KRUISBERG;Y.KRUISBERG;Y.KRUISBERG;Y.Kruisberg;Y.Kruisberg;Y.Kruisberg;Y.Kruisberg;Y.Kruisberg;Y.Kruisberg;Vertakking;Bifurcation;Bifurcation
51.2060745719,4.42613529124;"{""type"": ""Point"", ""coordinates"": [4.426135291237043, 51.20607457190934]}";1840;BE01840;YARST;Y.ARENDSTR;Y.ARENDSTR;Y.ARENDSTRAAT;Y.ARENDSTRAAT;Y.Arendstr;Y.Arendstr;Y.Arendstraat;Y.Arendstraat;Y.Arendstraat;Y.Arendstraat;Vertakking;Bifurcation;Bifurcation
50.4332626318,4.30964965275;"{""type"": ""Point"", ""coordinates"": [4.309649652746756, 50.43326263182217]}";1650;BE01650;YLFC;Y.FORCHIES;Y.FORCHIES;Y.FORCHIES;Y.FORCHIES;Y.Forchies;Y.Forchies;Y.Forchies;Y.Forchies;Y.Forchies;Y.Forchies;Vertakking;Bifurcation;Bifurcation
50.8958264903,4.42417708884;"{""type"": ""Point"", ""coordinates"": [4.424177088840932, 50.89582649034364]}";1658;BE01658;YKEBK;Y.KEELBEEK;Y.KEELBEEK;Y.KEELBEEK;Y.KEELBEEK;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Y.Keelbeek;Vertakking;Bifurcation;Bifurcation
51.1479093413,3.74275028215;"{""type"": ""Point"", ""coordinates"": [3.742750282146825, 51.1479093413117]}";1929;BE01929;YWPGM;Y.WIPPELGEM;Y.WIPPELGEM;Y.WIPPELGEM;Y.WIPPELGEM;Y.Wippelgem;Y.Wippelgem;Y.Wippelgem;Y.Wippelgem;Y.Wippelgem;Y.Wippelgem;Vertakking;Bifurcation;Bifurcation
50.6048624333,5.55777378958;"{""type"": ""Point"", ""coordinates"": [5.557773789583531, 50.60486243325062]}";1653;BE01653;YRENO;Y.RENORY;Y.RENORY;Y.RENORY;Y.RENORY;Y.Renory;Y.Renory;Y.Renory;Y.Renory;Y.Renory;Y.Renory;Vertakking;Bifurcation;Bifurcation
51.1539075945,4.34361318009;"{""type"": ""Point"", ""coordinates"": [4.34361318008825, 51.153907594531866]}";547;BE00547;RVRBK;INR.VERBEKE;INR.VERBEKE;INRIT VERB.HEMIKSEM-VERBEKE;INRIT VERB.HEMIKSEM-VERBEKE;Inr.Verbeke;Inr.Verbeke;Inrit V.Verbeke;Inrit V.Verbeke;Inrit Verb.Hemiksem-Verbeke;Inrit Verb.Hemiksem-Verbeke;Rooster;Gril;Gril
51.0002504976,5.47745687181;"{""type"": ""Point"", ""coordinates"": [5.477456871814396, 51.000250497628905]}";1942;BE01942;FKGGM;GENK-MUSEUM;GENK-MUSEUM;GENK-GOEDEREN-MUSEUMLIJN;GENK-GOEDEREN-MUSEUMLIJN;Genk-Museum;Genk-Museum;Genk-Goederen-Museum;Genk-Goederen-Museum;Genk-Goederen-Museumlijn;Genk-Goederen-Museumlijn;Andere;Autre;Autre
50.8110151065,4.31083727131;"{""type"": ""Point"", ""coordinates"": [4.310837271313538, 50.81101510645952]}";1025;BE01025;FO926;FOREST-M-926;VORST-ZD-926;FOREST-MIDI-VOIES 920/926;VORST-ZUID-SPOREN 920/926;Forest-M-926;Vorst-Zd-926;Forest-Midi-V920/926;Vorst-Zuid-S920/926;Forest-Midi-Voies 920/926;Vorst-Zuid-Sporen 920/926;Station;Gare;Gare
50.8847269835,4.39961926519;"{""type"": ""Point"", ""coordinates"": [4.399619265187998, 50.88472698352823]}";1039;BE01039;YFSRC;Y.SCH'B-CARW;Y.SCH'B-CARW;Y.SCHAERBEEK-CARWASH;Y.SCHAARBEEK-CARWASH;Y.Sch'b-Carw;Y.Sch'b-Carw;Y.Schaerbeek-Carwash;Y.Schaarbeek-Carwash;Y.Schaerbeek-Carwash;Y.Schaarbeek-Carwash;Vertakking;Bifurcation;Bifurcation
